file,method,path,mountedAt,hasValidateToken,hasExtractTenantId,isPublic,dynamoCallsCount,dynamoCallsWithTenantIdInKey,dynamoCallsMissingTenantId,severity,securityNotes
khata.js,GET,/entries,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
khata.js,GET,/entries/:id,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
khata.js,POST,/entries,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
khata.js,PUT,/entries/:id,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
khata.js,DELETE,/entries/:id,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
khata.js,POST,/entries/:id/settle,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
khata.js,GET,/stats,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
khata.js,GET,/settlement-history,/api/khata,Y,Y,N,1,1,0,OK,"Properly secured"
notifications.js,GET,/,/api/notifications,Y,Y,N,1,1,0,OK,"Properly secured"
notifications.js,POST,/,/api/notifications,Y,Y,N,1,1,0,OK,"Properly secured"
notifications.js,PATCH,/:id/read,/api/notifications,Y,Y,N,1,1,0,OK,"Properly secured"
notifications.js,GET,/unread-count,/api/notifications,Y,Y,N,1,1,0,OK,"Properly secured"
